IDADE,SEXO,ESCOLARIDADE,OCUPACAO,CLASSE,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P4F,P4G,P4H,P5_1,P5_2,P5_3,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_9,P6_10,P6_11,P6_12,P6_13,P6_98,P7,P8_1,P8_2,P8_3,P_ORIENT,P_IDENT,RACA_COR,RELIGIAO,REND1,REND2,REGIAO,TIPO_COLETA,AMOSTRA,FATOR_POND
35.0,2.0,14.0,2.0,4.0,7.0,99.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,10.0,3.0,,,,,,,,,,,,,,3.0,5.0,,,1.0,1.0,2.0,1.0,5.0,5.0,7.0,4.0,2.0,0.7965170658362727
58.0,1.0,15.0,1.0,3.0,10.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,11.0,6.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,6.0,6.0,4.0,4.0,2.0,1.689717788350806
43.0,2.0,14.0,1.0,6.0,4.0,2.0,1.0,2.0,4.0,2.0,99.0,4.0,4.0,2.0,4.0,6.0,3.0,5.0,1.0,3.0,4.0,5.0,10.0,,,,,,,,,,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,6.0,6.0,7.0,4.0,2.0,1.041813137560961
36.0,2.0,15.0,1.0,5.0,10.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,11.0,1.0,3.0,1.0,3.0,8.0,9.0,,,,,,,,,,,3.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,7.0,4.0,2.0,0.8010586433013691
57.0,1.0,14.0,2.0,4.0,99.0,99.0,99.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,2.0,1.0,99.0,99.0,3.0,4.0,2.0,0.5946514411256281
26.0,1.0,14.0,1.0,4.0,99.0,2.0,1.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,6.0,3.0,1.0,97.0,,,,,,,,,,,,,,99.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,4.0,2.0,1.0584788646105567
49.0,2.0,13.0,2.0,4.0,7.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,10.0,6.0,1.0,3.0,4.0,,,,,,,,,,,,3.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,98.0,99.0,7.0,4.0,2.0,1.3764304685052167
73.0,2.0,11.0,1.0,3.0,8.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,9.0,2.0,4.0,5.0,,,,,,,,,,,,,3.0,1.0,3.0,6.0,1.0,1.0,2.0,1.0,6.0,4.0,5.0,4.0,2.0,2.704658313745804
30.0,2.0,16.0,1.0,3.0,7.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,99.0,4.0,2.0,5.0,2.0,3.0,3.0,11.0,,,,,,,,,,,,,2.0,2.0,6.0,3.0,1.0,1.0,2.0,1.0,98.0,99.0,8.0,4.0,2.0,0.6064044277904146
58.0,1.0,8.0,2.0,6.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,9.0,6.0,2.0,6.0,,,,,,,,,,,,,,3.0,99.0,,,1.0,2.0,2.0,1.0,98.0,5.0,8.0,4.0,1.0,0.4643709527901545
72.0,2.0,6.0,2.0,6.0,10.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,1.0,5.0,,,,,,,,,,,,,2.0,99.0,,,1.0,1.0,2.0,1.0,6.0,6.0,8.0,4.0,1.0,0.9851645655726907
44.0,1.0,7.0,1.0,5.0,10.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,1.0,4.0,5.0,7.0,,,,,,,,,,,2.0,6.0,3.0,5.0,1.0,2.0,2.0,1.0,4.0,4.0,8.0,4.0,1.0,0.41343345646064983
24.0,1.0,11.0,1.0,6.0,10.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,10.0,1.0,11.0,11.0,,,,,,,,,,,,,,99.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,6.0,6.0,7.0,4.0,1.0,1.1619296182457715
45.0,2.0,4.0,1.0,6.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,11.0,2.0,2.0,3.0,,,,,,,,,,,,,3.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,6.0,6.0,5.0,4.0,1.0,3.360188228421551
18.0,1.0,6.0,1.0,6.0,10.0,2.0,99.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,7.0,,,,,,,,,,,,,,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,6.0,6.0,5.0,4.0,1.0,1.0510008810324798
47.0,1.0,11.0,1.0,5.0,6.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,11.0,3.0,4.0,10.0,,,,,,,,,,,,,3.0,5.0,2.0,6.0,1.0,2.0,2.0,1.0,6.0,6.0,5.0,4.0,1.0,0.7876312221474708
45.0,1.0,8.0,2.0,5.0,8.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,8.0,7.0,5.0,6.0,,,,,,,,,,,,,99.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,1.0,0.7070814810335548
40.0,2.0,11.0,2.0,6.0,10.0,2.0,1.0,1.0,2.0,99.0,4.0,1.0,2.0,2.0,1.0,10.0,,,10.0,,,,,,,,,,,,,,2.0,97.0,,,1.0,1.0,2.0,1.0,98.0,6.0,2.0,4.0,1.0,0.42993956675194195
42.0,1.0,1.0,1.0,5.0,10.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,97.0,,,,,,,,,,,,,,2.0,3.0,,,1.0,2.0,2.0,1.0,98.0,99.0,7.0,4.0,1.0,1.0823191378910904
30.0,1.0,10.0,1.0,6.0,10.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,6.0,2.0,3.0,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,7.0,4.0,1.0,1.2682815606909432
18.0,2.0,11.0,2.0,5.0,10.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,,,,,,,,,,,,,,3.0,1.0,4.0,6.0,1.0,1.0,2.0,1.0,99.0,99.0,4.0,4.0,1.0,1.3206592841231597
44.0,1.0,11.0,1.0,5.0,9.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,10.0,8.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,1.0,2.0,3.0,5.0,1.0,2.0,2.0,1.0,6.0,6.0,7.0,4.0,1.0,1.0823191378910904
39.0,2.0,11.0,1.0,5.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,1.0,9.0,1.0,2.0,5.0,,,,,,,,,,,,3.0,3.0,,,1.0,99.0,2.0,1.0,6.0,6.0,7.0,4.0,1.0,1.4036858462960893
67.0,2.0,7.0,1.0,5.0,7.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,8.0,6.0,97.0,,,,,,,,,,,,,,3.0,5.0,2.0,6.0,1.0,1.0,2.0,1.0,6.0,6.0,6.0,4.0,1.0,1.0176411335552564
55.0,1.0,10.0,1.0,5.0,9.0,99.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,10.0,,5.0,6.0,,,,,,,,,,,,,2.0,97.0,,,1.0,2.0,2.0,1.0,6.0,6.0,4.0,4.0,1.0,1.0773119466425394
57.0,1.0,8.0,2.0,5.0,8.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,11.0,5.0,6.0,9.0,,,,,,,,,,,,3.0,5.0,3.0,,1.0,2.0,2.0,1.0,6.0,6.0,4.0,4.0,1.0,0.5119696997370278
58.0,1.0,10.0,2.0,5.0,8.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,,,6.0,,,,,,,,,,,,,,3.0,4.0,,,1.0,2.0,2.0,1.0,6.0,6.0,4.0,4.0,1.0,0.5119696997370278
60.0,1.0,11.0,1.0,5.0,10.0,99.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,1.0,0.8128713353560425
32.0,2.0,11.0,2.0,6.0,10.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,1.0,3.0,5.0,7.0,,,,,,,,,,,,3.0,2.0,,,1.0,1.0,2.0,1.0,98.0,6.0,3.0,4.0,1.0,0.5908465196488456
65.0,1.0,16.0,1.0,3.0,7.0,2.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,,7.0,,,,,,,,,,,,,,3.0,99.0,,,99.0,2.0,1.0,1.0,5.0,4.0,8.0,4.0,2.0,0.8609419020027168
46.0,1.0,15.0,1.0,4.0,5.0,99.0,99.0,4.0,4.0,4.0,99.0,4.0,4.0,4.0,4.0,3.0,1.0,10.0,1.0,5.0,6.0,,,,,,,,,,,,99.0,99.0,,,99.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0964138192993704
35.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,10.0,7.0,,,,,,,,,,,,,,1.0,6.0,2.0,1.0,99.0,2.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,1.0636833770184466
45.0,2.0,14.0,1.0,4.0,5.0,99.0,99.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,99.0,,,99.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,2.0,0.726810224709039
36.0,2.0,14.0,2.0,5.0,8.0,99.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,99.0,,,,,,,,,,,,,,3.0,99.0,,,99.0,99.0,1.0,1.0,99.0,99.0,4.0,4.0,2.0,0.895327575278516
29.0,1.0,15.0,1.0,2.0,9.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,,,,3.0,97.0,,,99.0,99.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,1.2649048086048542
22.0,2.0,14.0,1.0,5.0,10.0,99.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,10.0,7.0,5.0,13.0,,,,,,,,,,,,,,1.0,6.0,4.0,3.0,99.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,1.0,0.24075812065827096
48.0,1.0,3.0,1.0,6.0,99.0,2.0,99.0,2.0,3.0,99.0,2.0,2.0,99.0,2.0,2.0,3.0,1.0,5.0,2.0,,,,,,,,,,,,,,1.0,99.0,,,99.0,99.0,1.0,1.0,6.0,6.0,3.0,4.0,1.0,1.111166367611622
44.0,1.0,7.0,2.0,5.0,7.0,2.0,4.0,4.0,4.0,99.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,9.0,3.0,9.0,10.0,,,,,,,,,,,,2.0,2.0,6.0,5.0,99.0,2.0,1.0,1.0,98.0,5.0,3.0,4.0,1.0,0.3287527643161329
21.0,1.0,11.0,2.0,5.0,99.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,99.0,,,4.0,,,,,,,,,,,,,,99.0,99.0,,,99.0,2.0,1.0,1.0,98.0,5.0,3.0,4.0,1.0,0.7107672654516114
52.0,1.0,7.0,2.0,6.0,8.0,3.0,99.0,99.0,4.0,1.0,99.0,1.0,1.0,3.0,1.0,3.0,6.0,7.0,3.0,5.0,,,,,,,,,,,,,2.0,99.0,,,99.0,99.0,1.0,1.0,5.0,5.0,3.0,4.0,1.0,0.44886967085779006
57.0,1.0,15.0,2.0,4.0,5.0,99.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,,97.0,,,,,,,,,,,,,,3.0,99.0,,,3.0,2.0,1.0,1.0,99.0,99.0,8.0,4.0,2.0,0.822275183102014
56.0,1.0,16.0,1.0,4.0,6.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,,,,,,,,,,,,,,3.0,3.0,6.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,0.19124440199748619
19.0,2.0,14.0,2.0,4.0,7.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,6.0,3.0,1.0,3.0,,,,,,,,,,,,,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,99.0,99.0,2.0,4.0,2.0,0.8093318003938355
70.0,1.0,15.0,2.0,3.0,10.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,10.0,3.0,4.0,13.0,,,,,,,,,,,,1.0,1.0,5.0,6.0,3.0,2.0,1.0,1.0,4.0,4.0,6.0,4.0,2.0,1.2726284003768837
56.0,1.0,14.0,1.0,5.0,10.0,2.0,1.0,2.0,2.0,99.0,4.0,99.0,4.0,99.0,1.0,2.0,1.0,10.0,2.0,,,,,,,,,,,,,,3.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,6.0,3.0,1.0,4.0,2.0,0.4243929418999913
52.0,1.0,16.0,1.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,10.0,2.0,9.0,1.0,3.0,5.0,11.0,,,,,,,,,,,1.0,6.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,7.0,4.0,2.0,1.3945677976761648
70.0,1.0,16.0,2.0,2.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,9.0,2.0,1.0,4.0,5.0,,,,,,,,,,,,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,2.0,0.5004404111789013
56.0,1.0,16.0,1.0,3.0,5.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,6.0,3.0,11.0,1.0,2.0,3.0,4.0,,,,,,,,,,,3.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,6.0,4.0,2.0,0.6753111534606094
35.0,1.0,16.0,1.0,3.0,7.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,7.0,2.0,10.0,,,,,,,,,,,,,,2.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,0.15763563951035328
84.0,1.0,16.0,2.0,1.0,10.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,1.0,10.0,3.0,5.0,,,,,,,,,,,,,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,0.3518806043781524
30.0,2.0,16.0,1.0,3.0,7.0,99.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,1.0,1.0,99.0,99.0,1.0,4.0,2.0,0.17434562397403658
61.0,1.0,14.0,1.0,3.0,10.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,97.0,,,97.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,0.46449719069138334
59.0,1.0,16.0,1.0,3.0,5.0,2.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,10.0,2.0,1.0,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,1.0,1.0,5.0,5.0,6.0,4.0,2.0,0.6753111534606094
65.0,1.0,16.0,1.0,1.0,10.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,10.0,7.0,9.0,,,,,,,,,,,,,,3.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,0.21372595453544366
38.0,1.0,16.0,1.0,3.0,5.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,10.0,5.0,11.0,1.0,3.0,5.0,6.0,8.0,9.0,10.0,,,,,,,,3.0,1.0,3.0,6.0,1.0,2.0,1.0,1.0,4.0,3.0,8.0,4.0,2.0,0.8150472140067643
57.0,1.0,16.0,2.0,1.0,8.0,99.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,10.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,2.0,1.0,1.0,99.0,99.0,3.0,4.0,2.0,0.3391018220538222
62.0,1.0,14.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,9.0,3.0,97.0,,,,,,,,,,,,,,3.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,1.232408384278861
56.0,2.0,16.0,2.0,2.0,9.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,10.0,11.0,5.0,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,98.0,1.0,6.0,4.0,2.0,1.494361125561761
65.0,1.0,14.0,2.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,2.0,10.0,1.0,5.0,10.0,,,,,,,,,,,,3.0,1.0,6.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,0.5351092862239182
63.0,1.0,16.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,99.0,,,8.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,1.0,1.0,4.0,4.0,8.0,4.0,2.0,0.7887308802164475
51.0,2.0,16.0,1.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,6.0,97.0,,,,,,,,,,,,,,3.0,97.0,,,1.0,1.0,1.0,1.0,99.0,99.0,7.0,4.0,2.0,1.5150900366002078
46.0,1.0,16.0,1.0,1.0,10.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,9.0,10.0,1.0,,,,,,,,,,,,,,3.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.125312923482465
71.0,1.0,16.0,2.0,1.0,6.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,6.0,,99.0,,,,,,,,,,,,,,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,99.0,99.0,2.0,4.0,2.0,0.5830546249120124
66.0,2.0,16.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,4.0,99.0,2.0,2.0,2.0,11.0,9.0,6.0,2.0,10.0,11.0,,,,,,,,,,,,3.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,2.0,0.9492194674063523
59.0,1.0,15.0,2.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,3.0,5.0,,,,,,,,,,,,,3.0,1.0,2.0,,1.0,99.0,1.0,1.0,5.0,5.0,6.0,4.0,2.0,1.2726284003768837
68.0,1.0,16.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,99.0,2.0,6.0,3.0,8.0,1.0,2.0,3.0,4.0,5.0,7.0,10.0,,,,,,,,1.0,3.0,6.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,8.0,4.0,2.0,1.0030687900697501
65.0,2.0,16.0,2.0,3.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,6.0,1.0,5.0,6.0,,,,,,,,,,,,99.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,4.0,2.0,1.5946045080964444
20.0,2.0,15.0,1.0,5.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,6.0,1.0,5.0,7.0,96.0,,,,,,,,,,,,99.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,98.0,6.0,5.0,4.0,2.0,0.9130969205942387
38.0,2.0,14.0,1.0,4.0,9.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,8.0,6.0,9.0,5.0,,,,,,,,,,,,,,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,4.0,2.0,0.8369043567611535
60.0,1.0,16.0,1.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,10.0,5.0,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,1.0,1.0,4.0,3.0,8.0,4.0,2.0,1.0030687900697501
33.0,1.0,16.0,1.0,2.0,10.0,99.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,6.0,10.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,0.9148722392206764
21.0,2.0,15.0,2.0,2.0,6.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,11.0,8.0,1.0,2.0,3.0,5.0,10.0,11.0,,,,,,,,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,98.0,4.0,6.0,4.0,2.0,1.1727993346375738
53.0,2.0,14.0,2.0,2.0,6.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,2.0,1.0,2.0,7.0,,,,,,,,,,,,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,99.0,4.0,8.0,4.0,2.0,0.7181844208388178
53.0,2.0,14.0,2.0,2.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,8.0,10.0,2.0,3.0,,,,,,,,,,,,,3.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,4.0,4.0,2.0,0.745650107409605
40.0,2.0,16.0,1.0,4.0,10.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,11.0,96.0,,,,,,,,,,,,,,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,2.0,0.6545222684376989
55.0,2.0,14.0,2.0,3.0,6.0,99.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,2.0,1.0,12.0,,,,,,,,,,,,,,3.0,6.0,2.0,4.0,1.0,1.0,1.0,1.0,99.0,99.0,7.0,4.0,2.0,1.7867556171196026
67.0,2.0,16.0,1.0,1.0,6.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,9.0,6.0,5.0,99.0,,,,,,,,,,,,,,3.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,2.0,0.9492194674063523
36.0,2.0,16.0,1.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,9.0,6.0,,1.0,,,,,,,,,,,,,,3.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,8.0,4.0,2.0,0.8931603033258801
30.0,2.0,15.0,1.0,5.0,9.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,1.0,6.0,4.0,11.0,,,,,,,,,,,,,1.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,5.0,3.0,8.0,4.0,2.0,0.554048042159514
68.0,1.0,16.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,10.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,,,,,,,,3.0,3.0,5.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,6.0,4.0,2.0,0.6753111534606094
69.0,2.0,16.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,9.0,1.0,,,,,,,,,,,,,,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0,2.0,1.7410547711264461
68.0,1.0,15.0,2.0,1.0,7.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,1.0,11.0,5.0,,,,,,,,,,,,,,3.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,6.0,4.0,2.0,1.4827177383340053
62.0,2.0,14.0,1.0,5.0,6.0,2.0,2.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2.0,10.0,,97.0,,,,,,,,,,,,,,3.0,2.0,3.0,,1.0,1.0,1.0,1.0,99.0,99.0,4.0,4.0,2.0,2.2703802042626053
71.0,1.0,16.0,1.0,2.0,7.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,9.0,97.0,,,,,,,,,,,,,,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,0.39008722239582194
49.0,2.0,16.0,1.0,3.0,8.0,99.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,6.0,2.0,1.0,2.0,3.0,5.0,,,,,,,,,,,3.0,4.0,,,1.0,1.0,1.0,1.0,99.0,99.0,2.0,4.0,2.0,0.6188810313912917
50.0,2.0,13.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,97.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0299871458341536
44.0,1.0,16.0,2.0,3.0,8.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,10.0,1.0,9.0,3.0,6.0,,,,,,,,,,,,,3.0,5.0,3.0,4.0,1.0,2.0,1.0,1.0,5.0,3.0,8.0,4.0,2.0,0.7466855835755214
54.0,1.0,14.0,2.0,4.0,99.0,99.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,97.0,,,97.0,,,,,,,,,,,,,,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,6.0,5.0,4.0,2.0,1.5538244738099718
62.0,1.0,16.0,2.0,3.0,5.0,99.0,99.0,99.0,4.0,4.0,4.0,99.0,99.0,99.0,99.0,99.0,,,97.0,,,,,,,,,,,,,,99.0,99.0,,,1.0,2.0,1.0,1.0,99.0,4.0,2.0,4.0,2.0,0.5004404111789013
